5.07312e-06,-6.08741e-07,0
0.00176171,-0.000211394,0
0.00351084,-0.000421277,0
0.00525411,-0.000630459,0
0.00699226,-0.000839025,0
0.00874069,-0.00104882,0
0.0188475,-0.00224791,0
0.0507248,-0.00602373,0
0.0825181,-0.0097896,0
0.114364,-0.0135617,0
0.146198,-0.0173324,0
0.178057,-0.0211061,0
0.209892,-0.0248768,0
0.241787,-0.0286548,0
0.273568,-0.0324192,0
0.305423,-0.0361924,0
0.348311,-0.0410931,0
0.393055,-0.0461837,0
0.43779,-0.0512731,0
0.482557,-0.0563662,0
0.527232,-0.0614489,0
0.572033,-0.0665459,0
0.616908,-0.0716293,0
0.662461,-0.0766669,0
0.70799,-0.0817019,0
0.75339,-0.0867224,0
0.798954,-0.0917612,0
0.844578,-0.0968067,0
0.89015,-0.101846,0
0.932899,-0.106445,0
0.973769,-0.110734,0
1.01455,-0.115015,0
1.05524,-0.119285,0
1.09598,-0.123561,0
1.13674,-0.127839,0
1.17744,-0.132111,0
1.21787,-0.136308,0
1.25653,-0.140145,0
1.29522,-0.143983,0
1.33408,-0.147838,0
1.37278,-0.151677,0
1.41149,-0.155518,0
1.45017,-0.159356,0
1.48887,-0.163195,0
1.52678,-0.166845,0
1.56404,-0.170292,0
1.60109,-0.17372,0
1.63822,-0.177156,0
1.67554,-0.180609,0
1.71261,-0.184039,0
1.74974,-0.187474,0
1.78697,-0.190919,0
1.82367,-0.19421,0
1.85981,-0.197274,0
1.89589,-0.200333,0
1.93201,-0.203396,0
1.96818,-0.206463,0
2.00437,-0.209532,0
2.04049,-0.212594,0
2.0766,-0.215656,0
2.11268,-0.218691,0
2.14801,-0.22137,0
2.1835,-0.224061,0
2.2188,-0.226737,0
2.25433,-0.229431,0
2.28964,-0.232108,0
2.32506,-0.234794,0
2.36058,-0.237487,0
2.39597,-0.24017,0
2.43112,-0.242615,0
2.46611,-0.244903,0
2.5011,-0.247191,0
2.53601,-0.249474,0
2.57098,-0.251761,0
2.60592,-0.254046,0
2.64111,-0.256347,0
2.67602,-0.25863,0
2.7109,-0.260898,0
2.74459,-0.262637,0
2.7782,-0.264372,0
2.81182,-0.266107,0
2.84545,-0.267842,0
2.87906,-0.269577,0
2.91258,-0.271307,0
2.9463,-0.273046,0
2.97993,-0.274782,0
3,-0.274992,0
3,-0.272941,0
3,-0.270889,0
3,-0.268838,0
3,-0.266784,0
3,-0.264735,0
3,-0.262684,0
3,-0.260633,0
3,-0.258581,0
3,-0.256395,0
3,-0.25416,0
3,-0.251925,0
3,-0.24969,0
3,-0.247453,0
3,-0.245226,0
3,-0.242989,0
3,-0.240749,0
3,-0.238514,0
3,-0.236056,0
3,-0.233606,0
3,-0.23114,0
3,-0.22869,0
3,-0.226223,0
3,-0.223774,0
3,-0.221306,0
3,-0.218856,0
3,-0.21635,0
3,-0.213621,0
3,-0.210902,0
3,-0.208164,0
3,-0.205444,0
3,-0.202706,0
2.99999,-0.199978,0
2.99999,-0.197254,0
2.99999,-0.194528,0
2.99999,-0.191736,0
2.99999,-0.188678,0
2.99999,-0.185626,0
2.99999,-0.18256,0
2.99999,-0.179511,0
2.99999,-0.176449,0
2.99999,-0.173392,0
2.99999,-0.170347,0
2.99999,-0.167284,0
2.9947,-0.16373,0
2.9651,-0.157888,0
2.93538,-0.152024,0
2.90582,-0.146191,0
2.87618,-0.140342,0
2.84641,-0.134468,0
2.81673,-0.128611,0
2.7871,-0.122765,0
2.75744,-0.116912,0
2.72754,-0.111045,0
2.69488,-0.10501,0
2.66231,-0.0989905,0
2.62967,-0.0929581,0
2.59701,-0.0869209,0
2.56426,-0.0808679,0
2.53168,-0.0748482,0
2.49908,-0.0688217,0
2.46644,-0.06279,0
2.43365,-0.0567305,0
2.40137,-0.0508288,0
2.36914,-0.044944,0
2.33689,-0.0390577,0
2.30465,-0.0331718,0
2.27252,-0.0273052,0
2.24027,-0.0214181,0
2.20801,-0.0155281,0
2.1757,-0.00963022,0
2.14355,-0.00376026,0
2.1115,0.00203855,0
2.07972,0.00774918,0
2.04794,0.0134604,0
2.01615,0.0191744,0
1.98439,0.0248829,0
1.9527,0.0305777,0
