0.00106144,0.000907414,-1.09914e-05
0.00194565,0.00166553,-1.9992e-05
0.00280742,0.00240441,-2.87643e-05
0.00368091,0.00315333,-3.76558e-05
0.00455077,0.00389915,-4.65104e-05
0.00541824,0.00464291,-5.53406e-05
0.00712011,0.0061081,-7.22441e-05
0.00934119,0.00802216,-9.41712e-05
0.0115524,0.00992776,-0.000116001
0.0137647,0.0118342,-0.000137841
0.0159756,0.0137395,-0.000159668
0.018195,0.0156522,-0.000181573
0.0218941,0.0188594,-0.000216732
0.0255923,0.0220658,-0.000251882
0.0292908,0.0252724,-0.000287035
0.0329895,0.0284792,-0.000322189
0.0366883,0.0316861,-0.000357345
0.0409657,0.0354066,-0.00039716
0.046161,0.0399419,-0.000444364
0.0513515,0.044473,-0.000491526
0.0565431,0.0490051,-0.000538697
0.0617348,0.0535372,-0.000585869
0.0669035,0.0580493,-0.000632833
0.0731212,0.0635073,-0.000687196
0.0797867,0.069371,-0.000744593
0.0864994,0.0752761,-0.000802397
0.0932067,0.0811765,-0.000860154
0.0998786,0.0870459,-0.000917607
0.106557,0.0929205,-0.000975112
0.114536,0.0999943,-0.00103999
0.122754,0.107286,-0.00110633
0.130936,0.114547,-0.00117238
0.139134,0.121821,-0.00123855
0.147319,0.129084,-0.00130462
0.155539,0.13638,-0.00137084
0.165232,0.145065,-0.00144314
0.174913,0.153739,-0.00151536
0.184607,0.162425,-0.00158767
0.194298,0.171108,-0.00165996
0.203975,0.179779,-0.00173214
0.213925,0.188712,-0.00180509
0.225095,0.19883,-0.00188064
0.236232,0.208919,-0.00195596
0.247472,0.2191,-0.00203198
0.258654,0.22923,-0.00210761
0.269839,0.239361,-0.00218326
0.28151,0.249979,-0.00225892
0.294189,0.261606,-0.00233464
0.30688,0.273243,-0.00241043
0.319561,0.284872,-0.00248617
0.332219,0.296479,-0.00256176
0.344881,0.30809,-0.00263738
0.358338,0.320527,-0.00271083
0.372525,0.333718,-0.00278269
0.386651,0.346852,-0.00285424
0.400746,0.359957,-0.00292563
0.414898,0.373115,-0.00299731
0.429014,0.38624,-0.00306881
0.444303,0.400645,-0.00313271
0.459735,0.415218,-0.00319486
0.475286,0.429903,-0.00325749
0.490775,0.44453,-0.00331987
0.506254,0.459148,-0.00338222
0.522065,0.474144,-0.00344122
0.538836,0.49026,-0.00348889
0.555621,0.50639,-0.0035366
0.572406,0.52252,-0.00358431
0.589212,0.538669,-0.00363208
0.605986,0.554789,-0.00367977
0.623666,0.57203,-0.0037121
0.641654,0.589655,-0.00373894
0.659641,0.60728,-0.00376579
0.677655,0.624931,-0.00379267
0.695613,0.642528,-0.00381946
0.714,0.660692,-0.00383641
0.733106,0.679822,-0.0038356
0.752222,0.698962,-0.0038348
0.771321,0.718087,-0.00383399
0.790421,0.737211,-0.00383319
0.809559,0.756424,-0.0038288
0.829742,0.777123,-0.0037929
0.849816,0.797708,-0.0037572
0.869992,0.818399,-0.00372132
0.890019,0.838937,-0.0036857
0.910134,0.859565,-0.00364992
0.931215,0.881746,-0.00357195
0.952176,0.903813,-0.0034937
0.973244,0.925992,-0.00341504
0.994252,0.948106,-0.00333662
1.01529,0.970255,-0.00325807
1.03711,0.99388,-0.00312911
1.05891,1.0175,-0.00300005
1.08073,1.04112,-0.00287094
1.10255,1.06475,-0.00274179
1.12444,1.08857,-0.00260454
1.14693,1.11368,-0.00241691
1.16943,1.13881,-0.00222922
1.19192,1.16392,-0.00204158
1.21444,1.18907,-0.00185369
1.23713,1.21476,-0.0016387
